fixed acidity,volatile acidity,citric acid,chlorides,free sulfur dioxide,density,alcohol,quality
6.4,0.26,0.22,0.037,23.0,0.9944,10.1,5
8.0,0.2,0.4,0.055,41.0,0.9953,10.6,7
7.2,0.21,0.34,0.046,25.0,0.992,11.3,6
7.2,0.18,0.31,0.045,20.0,0.9925,10.8,7
8.4,0.57,0.44,0.051,46.0,0.9981,10.4,5
5.7,0.245,0.33,0.049,28.0,0.9927,9.3,5
5.6,0.245,0.32,0.047,24.0,0.9927,9.3,6
7.3,0.25,0.41,0.037,52.0,0.9911,12.2,7
6.9,0.29,0.16,0.034,65.0,0.9955,9.0,6
6.2,0.21,0.38,0.036,64.0,0.9951,9.3,6
6.4,0.23,0.3,0.037,63.0,0.9952,9.2,6
9.6,0.29,0.46,0.039,77.5,0.9944,9.5,6
7.2,0.14,0.35,0.036,15.0,0.9938,9.9,5
6.9,0.31,0.34,0.059,36.0,0.9963,11.1,7
8.0,0.22,0.42,0.044,45.0,1.0003,8.6,7
7.6,0.31,0.29,0.04,21.0,0.9966,9.4,5
8.4,0.35,0.56,0.048,55.0,0.9993,9.4,6
8.0,0.22,0.42,0.044,45.0,1.0003,8.6,7
8.1,0.5,0.47,0.037,23.0,0.9938,10.9,5
8.1,0.5,0.47,0.037,23.0,0.9938,10.9,5
8.4,0.35,0.56,0.048,55.0,0.9993,9.4,6
6.2,0.22,0.27,0.064,20.0,0.9938,9.2,6
8.0,0.22,0.42,0.044,45.0,1.0003,8.6,7
7.6,0.31,0.29,0.04,21.0,0.9966,9.4,5
6.6,0.27,0.3,0.025,14.0,0.9928,10.5,6
7.8,0.16,0.41,0.026,29.0,0.991,12.5,6
7.7,0.27,0.34,0.028,26.0,0.9911,12.1,7
7.7,0.27,0.34,0.028,26.0,0.9911,12.1,7
7.8,0.16,0.41,0.026,29.0,0.991,12.5,6
6.6,0.16,0.29,0.05,40.0,0.9912,11.4,7
8.3,0.21,0.4,0.032,35.0,0.9907,12.9,7
7.2,0.32,0.33,0.029,29.0,0.9902,12.8,7
6.6,0.16,0.3,0.034,15.0,0.992,11.2,6
8.4,0.16,0.33,0.033,16.0,0.994,9.7,6
7.5,0.23,0.32,0.038,54.0,0.9966,9.7,6
6.2,0.17,0.3,0.037,14.0,0.993,10.3,6
7.5,0.23,0.32,0.038,54.0,0.9966,9.7,6
7.5,0.38,0.33,0.045,30.0,0.9942,10.9,6
7.3,0.42,0.38,0.045,29.0,0.9925,12.6,7
7.3,0.34,0.39,0.04,45.0,0.9925,12.4,6
7.8,0.23,0.28,0.042,45.0,0.9928,11.5,5
9.0,0.245,0.38,0.045,52.0,0.995,10.2,6
6.9,0.2,0.4,0.032,51.0,0.9939,11.4,5
7.4,0.19,0.42,0.067,39.0,0.9958,9.6,6
8.2,0.2,0.36,0.035,60.0,0.9952,10.3,6
7.9,0.14,0.45,0.05,17.0,0.9948,10.7,7
9.4,0.17,0.55,0.049,14.0,0.9949,10.3,6
6.3,0.23,0.22,0.039,37.0,0.9927,10.7,6
9.6,0.25,0.54,0.04,16.0,0.9938,10.5,5
9.2,0.32,0.42,0.046,14.0,0.9949,9.6,5
6.4,0.31,0.4,0.04,46.0,0.9953,9.3,6
8.1,0.2,0.36,0.044,63.0,0.997,10.0,6
7.9,0.255,0.26,0.026,40.0,0.9932,11.2,6
7.0,0.15,0.34,0.039,21.0,0.9927,10.8,5
6.4,0.15,0.31,0.044,25.0,0.9932,10.3,6
6.4,0.25,0.53,0.038,59.0,0.9955,8.8,5
7.6,0.19,0.42,0.044,6.0,0.9914,12.8,6
7.3,0.43,0.37,0.028,17.0,0.991,13.2,6
5.1,0.31,0.3,0.037,28.0,0.992,10.1,6
6.9,0.16,0.35,0.043,21.0,0.9927,10.8,6
7.7,0.32,0.48,0.04,28.0,0.9911,12.8,7
6.8,0.26,0.33,0.047,44.0,0.9928,10.5,6
5.2,0.37,0.33,0.028,13.0,0.9902,11.7,6
8.4,0.19,0.43,0.052,20.0,0.994,9.5,5
8.3,0.21,0.41,0.05,24.0,0.994,9.5,5
6.8,0.15,0.32,0.058,24.0,0.9972,8.8,6
9.0,0.24,0.5,0.048,26.0,0.9918,12.4,6
6.7,0.18,0.3,0.048,40.0,0.9956,10.0,5
6.7,0.18,0.3,0.048,40.0,0.9956,10.0,5
8.4,0.58,0.27,0.033,37.0,0.9959,10.8,6
7.2,0.16,0.32,0.04,50.0,0.9922,10.0,6
7.6,0.54,0.23,0.029,13.0,0.9931,10.4,5
8.4,0.58,0.27,0.033,37.0,0.9959,10.8,6
6.6,0.25,0.31,0.059,52.0,0.9984,9.8,6
7.0,0.46,0.39,0.039,46.0,0.9928,12.2,7
8.2,0.35,0.4,0.039,35.0,0.9936,11.9,7
9.2,0.35,0.39,0.042,15.0,0.9924,10.4,4
8.0,0.57,0.39,0.034,22.0,0.9917,12.8,7
6.5,0.37,0.33,0.027,40.0,0.9906,12.7,7
6.7,0.18,0.3,0.048,40.0,0.9956,10.0,5
7.8,0.13,0.3,0.04,43.0,0.9955,9.0,5
7.6,0.19,0.41,0.04,38.0,0.9907,11.4,5
7.3,0.22,0.41,0.05,55.0,1.0,8.9,6
6.3,0.29,0.4,0.039,43.0,0.9953,9.3,6
6.5,0.19,0.32,0.04,31.0,0.9922,10.8,7
6.2,0.12,0.26,0.044,56.0,0.9951,10.5,6
6.0,0.13,0.28,0.038,56.0,0.9948,10.6,7
6.4,0.25,0.33,0.04,42.0,0.9906,11.3,7
6.9,0.32,0.16,0.051,15.0,0.994,9.5,4
7.6,0.19,0.41,0.04,38.0,0.9907,11.4,5
6.7,0.13,0.28,0.046,35.0,0.9927,10.1,7
7.0,0.14,0.41,0.037,22.0,0.9914,10.9,6
7.6,0.27,0.24,0.058,19.0,0.9958,8.9,5
7.3,0.22,0.41,0.05,55.0,1.0,8.9,6
7.6,0.28,0.39,0.052,23.0,0.9941,10.4,6
8.3,0.26,0.41,0.042,41.0,0.9944,12.0,7
6.9,0.23,0.34,0.032,24.0,0.9902,12.4,7
6.2,0.3,0.32,0.032,30.0,0.9911,11.2,7
6.9,0.27,0.41,0.047,6.0,0.9929,11.4,6
6.9,0.28,0.41,0.05,10.0,0.993,11.4,6
6.9,0.28,0.3,0.047,46.0,0.9918,11.1,7
6.9,0.46,0.2,0.054,5.0,0.992,10.4,6
6.9,0.38,0.32,0.044,36.0,0.9932,12.0,7
5.7,0.43,0.3,0.039,24.0,0.992,12.3,7
6.6,0.56,0.16,0.045,28.0,0.994,9.1,6
7.1,0.36,0.56,0.046,25.0,0.9923,10.5,6
6.8,0.23,0.4,0.047,5.0,0.993,11.4,6
6.6,0.42,0.33,0.034,15.0,0.99,13.4,6
7.3,0.18,0.29,0.044,12.0,0.9918,11.3,7
8.1,0.19,0.4,0.037,73.0,0.9926,10.0,6
5.9,0.19,0.26,0.034,33.0,0.995,10.1,6
6.2,0.16,0.47,0.029,23.0,0.99,12.2,6
6.6,0.42,0.33,0.034,15.0,0.99,13.4,6
5.7,0.135,0.3,0.042,19.0,0.9946,9.3,6
6.9,0.19,0.33,0.039,27.0,0.9898,12.3,7
7.3,0.18,0.29,0.044,12.0,0.9918,11.3,7
7.3,0.25,0.36,0.05,35.0,0.9986,8.9,7
7.3,0.25,0.36,0.05,35.0,0.9986,8.9,7
7.0,0.2,0.34,0.035,32.0,0.9928,11.5,6
7.3,0.25,0.36,0.05,35.0,0.9986,8.9,7
9.0,0.31,0.48,0.043,11.0,0.9938,11.6,5
6.3,0.39,0.24,0.069,9.0,0.9942,10.2,4
7.1,0.19,0.28,0.033,16.0,0.993,11.4,6
7.3,0.25,0.36,0.05,35.0,0.9986,8.9,7
7.9,0.2,0.34,0.04,29.0,0.9932,10.6,6
7.1,0.26,0.32,0.037,39.0,0.9934,11.6,6
7.0,0.2,0.34,0.035,32.0,0.9928,11.5,6
8.1,0.29,0.49,0.042,22.0,0.9944,10.8,6
5.8,0.17,0.3,0.037,55.0,0.9909,11.3,6
6.6,0.23,0.26,0.045,16.0,0.9934,10.0,6
9.2,0.28,0.49,0.042,29.0,0.998,10.1,4
6.2,0.18,0.49,0.047,17.0,0.9919,11.6,6
5.3,0.165,0.24,0.051,25.0,0.9925,9.1,5
8.1,0.29,0.49,0.042,22.0,0.9944,10.8,6
6.8,0.22,0.49,0.052,26.0,0.991,11.4,6
7.2,0.22,0.49,0.045,34.0,0.99,12.7,6
7.4,0.25,0.49,0.042,35.0,0.9917,11.3,5
8.2,0.18,0.49,0.033,28.0,0.9923,10.4,7
6.1,0.22,0.49,0.051,18.0,0.9928,9.6,5
7.0,0.39,0.24,0.048,8.0,0.9923,10.1,4
6.1,0.22,0.49,0.051,18.0,0.9928,9.6,5
6.5,0.36,0.49,0.03,16.0,0.9902,12.1,7
7.1,0.29,0.49,0.031,32.0,0.9893,12.2,6
7.4,0.25,0.49,0.042,35.0,0.9917,11.3,5
6.9,0.23,0.24,0.053,19.0,0.9982,9.6,5
8.2,0.18,0.49,0.033,28.0,0.9923,10.4,7
6.3,0.23,0.49,0.05,67.0,0.9951,9.5,5
6.1,0.25,0.49,0.052,67.0,0.9956,8.9,5
7.2,0.31,0.24,0.057,17.0,0.9928,10.5,5
8.0,0.25,0.49,0.061,27.0,0.9938,9.4,5
7.0,0.18,0.49,0.04,34.0,0.9914,12.2,6
7.8,0.43,0.49,0.033,37.0,0.9955,11.3,6
6.3,0.27,0.49,0.063,35.0,0.9911,12.2,6
7.4,0.16,0.49,0.055,18.0,0.9917,11.2,6
7.4,0.16,0.49,0.055,18.0,0.9917,11.2,6
6.9,0.19,0.49,0.036,49.0,0.9932,11.5,6
7.8,0.43,0.49,0.033,37.0,0.9955,11.3,6
7.2,0.4,0.49,0.048,11.0,0.9929,9.3,5
7.8,0.43,0.49,0.033,37.0,0.9955,11.3,6
7.6,0.52,0.49,0.034,37.0,0.9958,11.8,7
6.3,0.27,0.49,0.063,35.0,0.9911,12.2,6
7.9,0.11,0.49,0.048,27.0,0.9946,10.6,6
6.4,0.145,0.49,0.048,54.0,0.9946,10.8,6
7.4,0.16,0.49,0.055,18.0,0.9917,11.2,6
8.3,0.19,0.49,0.051,11.0,0.9918,11.0,6
6.9,0.19,0.49,0.036,49.0,0.9932,11.5,6
7.1,0.25,0.49,0.03,30.0,0.9903,12.3,7
6.5,0.24,0.24,0.046,15.0,0.9928,9.8,5
7.2,0.4,0.49,0.048,11.0,0.9929,9.3,5
7.6,0.52,0.49,0.034,37.0,0.9958,11.8,7
7.8,0.43,0.49,0.033,37.0,0.9955,11.3,6
7.8,0.21,0.49,0.052,6.0,0.9911,11.4,5
7.0,0.2,0.49,0.038,39.0,0.9938,10.8,6
6.9,0.25,0.24,0.057,13.0,0.9942,9.5,4
7.2,0.08,0.49,0.05,18.0,0.9945,10.2,6
7.6,0.51,0.24,0.04,10.0,0.992,10.8,6
7.9,0.22,0.24,0.044,39.0,0.9927,11.5,6
7.7,0.16,0.49,0.056,20.0,0.9948,10.7,6
7.2,0.08,0.49,0.05,18.0,0.9945,10.2,6
6.6,0.25,0.24,0.048,26.0,0.9942,10.1,6
6.9,0.25,0.24,0.057,13.0,0.9942,9.5,4
7.4,0.28,0.49,0.034,20.0,0.9918,10.6,6
6.2,0.15,0.49,0.033,17.0,0.9932,9.4,6
5.6,0.185,0.49,0.03,28.0,0.9918,10.3,6
7.5,0.2,0.49,0.031,8.0,0.9918,11.1,5
8.0,0.3,0.49,0.046,47.0,0.9964,10.0,5
7.6,0.29,0.49,0.03,45.0,0.9938,12.3,7
6.7,0.62,0.24,0.039,6.0,0.9934,10.4,5
6.8,0.27,0.49,0.044,35.0,0.99,12.1,7
7.7,0.27,0.49,0.041,23.0,0.9914,12.5,6
6.7,0.51,0.24,0.043,14.0,0.9904,13.0,6
7.4,0.19,0.49,0.03,26.0,0.994,11.0,7
8.3,0.2,0.49,0.04,34.0,0.9938,10.1,5
6.6,0.3,0.24,0.034,17.0,0.9933,9.2,5
6.8,0.36,0.24,0.039,24.0,0.9909,12.6,7
9.2,0.18,0.49,0.041,39.0,0.9945,9.8,7
8.1,0.2,0.49,0.051,51.0,0.9954,11.0,6
6.8,0.21,0.49,0.06,50.0,0.9991,9.8,6
7.9,0.2,0.49,0.053,15.0,0.993,10.5,5
8.0,0.18,0.49,0.061,10.0,0.9942,10.0,5
7.3,0.22,0.49,0.034,29.0,0.9939,11.0,7
7.3,0.22,0.49,0.031,48.0,0.9937,11.2,6
7.4,0.19,0.49,0.03,26.0,0.994,11.0,7
7.3,0.155,0.49,0.039,34.0,0.9926,10.5,6
8.2,0.22,0.49,0.037,53.0,0.9951,10.6,6
8.2,0.24,0.49,0.038,52.0,0.9952,10.6,6
8.4,0.23,0.49,0.035,22.0,0.9935,12.0,6
8.3,0.2,0.49,0.04,34.0,0.9938,10.1,5
8.3,0.2,0.49,0.038,38.0,0.9939,10.1,6
6.6,0.3,0.24,0.034,17.0,0.9933,9.2,5
6.9,0.21,0.49,0.041,15.0,0.9927,11.0,5
8.0,0.25,0.49,0.044,31.0,0.998,10.0,6
6.6,0.21,0.49,0.042,41.0,0.9997,8.7,6
7.9,0.28,0.49,0.045,48.0,0.9954,11.0,6
7.4,0.27,0.49,0.037,33.0,0.992,11.1,6
6.6,0.21,0.49,0.042,41.0,0.9997,8.7,6
8.1,0.3,0.49,0.037,26.0,0.9943,11.2,7
7.5,0.23,0.49,0.049,61.0,0.9941,11.1,7
7.3,0.26,0.49,0.028,32.0,0.9936,10.8,6
8.5,0.15,0.49,0.031,17.0,0.9932,10.3,6
8.9,0.13,0.49,0.028,6.0,0.9926,9.9,5
8.1,0.28,0.49,0.04,32.0,0.9936,10.0,6
6.0,0.17,0.49,0.034,26.0,0.992,9.8,6
7.3,0.26,0.49,0.028,32.0,0.9936,10.8,6
7.1,0.53,0.24,0.029,29.0,0.993,9.1,4
7.2,0.16,0.49,0.037,27.0,0.9924,10.6,6
7.3,0.14,0.49,0.038,28.0,0.9928,10.6,6
8.9,0.13,0.49,0.028,6.0,0.9926,9.9,5
7.9,0.12,0.49,0.049,33.0,0.9952,10.6,6
6.7,0.29,0.49,0.034,35.0,0.9945,9.9,6
6.7,0.3,0.49,0.034,36.0,0.9945,9.9,6
7.1,0.36,0.24,0.025,32.0,0.9903,12.8,6
8.5,0.15,0.49,0.031,17.0,0.9932,10.3,6
7.9,0.18,0.49,0.051,36.0,0.9953,10.6,6
7.3,0.21,0.49,0.038,44.0,0.9912,12.6,7
6.9,0.3,0.49,0.057,25.0,0.9962,11.0,7
7.9,0.42,0.49,0.056,32.0,0.9965,11.2,7
6.9,0.24,0.49,0.032,35.0,0.9932,10.7,7
7.6,0.23,0.49,0.036,45.0,0.9967,9.6,6
7.9,0.18,0.49,0.051,36.0,0.9953,10.6,6
6.2,0.43,0.49,0.045,12.0,0.9963,9.0,4
8.8,0.35,0.49,0.036,14.0,0.992,10.5,4
9.1,0.28,0.49,0.059,10.0,0.9958,10.1,5
7.1,0.34,0.49,0.027,26.0,0.99,12.2,7
9.1,0.28,0.49,0.059,10.0,0.9958,10.1,5
8.5,0.19,0.49,0.044,29.0,0.9938,10.1,6
7.6,0.18,0.49,0.046,36.0,0.9996,9.2,5
7.5,0.19,0.49,0.055,19.0,0.9946,9.9,5
7.4,0.3,0.49,0.055,49.0,0.9974,9.7,6
7.4,0.3,0.49,0.055,49.0,0.9974,9.7,6
6.9,0.22,0.49,0.063,50.0,0.9957,10.3,6
7.8,0.26,0.49,0.045,21.0,0.9931,10.3,5
8.5,0.17,0.49,0.048,23.0,0.9947,10.5,4
6.2,0.27,0.49,0.05,20.0,0.9931,9.8,6
7.1,0.64,0.49,0.05,17.0,0.9946,10.6,4
7.6,0.31,0.49,0.062,50.0,0.9989,9.0,4
9.0,0.3,0.49,0.039,32.0,0.9938,11.5,6
8.4,0.24,0.49,0.039,46.0,0.9934,11.9,7
9.3,0.31,0.49,0.042,34.0,0.9948,9.8,5
6.4,0.12,0.49,0.042,49.0,0.9945,10.4,6
8.6,0.16,0.49,0.043,9.0,0.9953,10.5,6
7.0,0.29,0.49,0.047,37.0,0.9938,9.4,6
6.4,0.27,0.49,0.046,53.0,0.9956,9.2,6
6.4,0.27,0.49,0.046,53.0,0.9956,9.2,6
7.0,0.29,0.49,0.047,37.0,0.9938,9.4,6
8.2,0.34,0.49,0.046,55.0,0.996,10.7,6
5.6,0.39,0.24,0.034,27.0,0.9906,12.7,5
5.6,0.41,0.24,0.034,10.0,0.98815,13.5,7
7.5,0.32,0.49,0.031,44.0,0.9906,12.5,6
5.8,0.19,0.49,0.04,44.0,0.9935,9.5,7
8.1,0.2,0.49,0.048,46.0,0.9968,10.0,7
7.5,0.32,0.49,0.031,44.0,0.9906,12.5,6
8.2,0.26,0.49,0.04,19.0,0.9941,10.1,6
7.8,0.26,0.49,0.027,28.0,0.9919,11.3,7
8.0,0.14,0.49,0.035,42.0,0.9928,10.6,7
8.0,0.29,0.49,0.035,40.0,0.9958,10.8,5
7.5,0.19,0.49,0.047,42.0,0.9932,10.7,6
6.9,0.34,0.49,0.045,61.0,0.9957,9.0,6
6.2,0.2,0.49,0.065,17.0,0.9937,9.2,6
6.4,0.37,0.49,0.045,53.0,0.9982,8.5,6
7.8,0.26,0.49,0.027,28.0,0.9919,11.3,7
8.9,0.32,0.49,0.05,17.0,0.9956,9.4,5
6.5,0.44,0.49,0.045,16.0,0.9957,8.7,6
7.0,0.14,0.49,0.053,22.0,0.9954,9.4,6
9.0,0.17,0.49,0.039,46.0,0.993,10.5,7
6.4,0.26,0.49,0.037,37.0,0.9954,9.7,6
9.0,0.22,0.49,0.048,52.0,0.9987,10.2,6
8.9,0.32,0.49,0.05,17.0,0.9956,9.4,5
8.2,0.2,0.49,0.057,14.0,0.9928,11.5,6
7.8,0.15,0.24,0.047,21.0,0.9951,9.6,6
6.9,0.25,0.24,0.053,6.0,0.993,11.4,5
8.2,0.2,0.49,0.057,14.0,0.9928,11.5,6
7.4,0.19,0.49,0.037,15.0,0.9938,11.0,7
8.3,0.25,0.49,0.048,50.0,1.0001,9.2,6
7.8,0.49,0.49,0.043,29.0,0.9952,10.0,5
8.1,0.12,0.49,0.042,43.0,0.9934,9.7,6
7.9,0.22,0.49,0.042,26.0,0.993,10.5,5
7.8,0.49,0.49,0.043,29.0,0.9952,10.0,5
6.4,0.22,0.49,0.054,42.0,0.9948,10.1,6
7.3,0.19,0.49,0.058,50.0,0.9998,9.1,7
8.1,0.3,0.49,0.049,50.0,0.9971,10.2,7
7.3,0.19,0.49,0.058,50.0,0.9998,9.1,7
7.5,0.24,0.49,0.048,50.0,0.9962,10.5,7
6.4,0.22,0.49,0.054,42.0,0.9948,10.1,6
7.8,0.21,0.49,0.036,20.0,0.99,12.1,7
7.1,0.3,0.49,0.045,31.0,0.9942,10.2,5
7.6,0.31,0.49,0.044,27.0,0.9912,12.8,7
8.2,0.29,0.49,0.044,29.0,0.9928,10.9,4
6.6,0.46,0.49,0.052,19.0,0.9956,9.0,5
7.8,0.28,0.49,0.046,27.0,0.9936,10.2,5
5.8,0.15,0.49,0.048,21.0,0.9929,9.2,5
7.8,0.4,0.49,0.06,34.0,0.9966,11.3,6
6.6,0.31,0.49,0.05,52.0,0.9964,8.8,5
6.6,0.325,0.49,0.049,53.0,0.996,9.3,5
6.6,0.27,0.49,0.049,62.0,0.9959,9.4,6
6.7,0.26,0.49,0.047,54.0,0.9954,10.3,6
6.7,0.21,0.49,0.047,30.0,0.9914,10.8,7
8.1,0.28,0.46,0.059,32.0,1.0004,9.0,4
7.8,0.445,0.56,0.04,8.0,0.9938,10.8,5
8.8,0.39,0.34,0.055,33.0,0.9927,11.8,6
7.9,0.18,0.33,0.033,20.0,0.9922,10.5,7
7.1,0.31,0.38,0.036,10.0,0.9924,9.9,6
7.8,0.24,0.18,0.046,33.0,0.9963,9.8,6
7.0,0.35,0.3,0.028,27.0,0.9936,11.4,7
6.2,0.27,0.32,0.047,65.0,0.9961,8.9,5
7.0,0.35,0.3,0.028,27.0,0.9936,11.4,7
7.3,0.23,0.37,0.032,60.0,0.992,11.1,6
6.2,0.3,0.2,0.045,42.0,0.9944,10.4,6
6.4,0.35,0.2,0.034,18.0,0.9944,10.1,5
7.6,0.32,0.34,0.054,44.0,1.0008,9.0,5
7.2,0.25,0.28,0.055,55.0,0.9986,9.0,7
7.2,0.25,0.28,0.055,55.0,0.9986,9.0,7
7.3,0.26,0.33,0.049,41.5,1.0,9.1,7
7.2,0.25,0.28,0.055,55.0,0.9986,9.0,7
7.4,0.26,0.37,0.047,42.0,0.9982,10.0,5
7.3,0.26,0.33,0.049,41.5,1.0,9.1,7
7.1,0.16,0.25,0.034,28.0,0.9915,11.4,6
9.0,0.43,0.3,0.05,7.0,0.9951,9.7,4
7.2,0.25,0.28,0.055,55.0,0.9986,9.0,7
7.0,0.24,0.3,0.04,41.0,0.9927,11.8,6
6.7,0.265,0.22,0.048,54.0,0.9955,10.2,5
7.7,0.12,0.32,0.06,47.0,0.9952,9.2,6
7.2,0.21,0.33,0.036,35.0,0.9928,11.0,6
8.5,0.32,0.36,0.041,47.0,0.9982,10.0,6
6.9,0.18,0.3,0.038,39.0,0.9914,12.2,6
7.0,0.24,0.3,0.04,41.0,0.9927,11.8,6
6.3,0.26,0.29,0.043,35.0,0.9918,11.6,6
6.7,0.26,0.3,0.043,25.0,0.9944,10.2,6
7.9,0.29,0.36,0.033,43.0,0.9969,10.3,5
6.5,0.27,0.19,0.046,6.0,0.9955,8.6,4
6.7,0.33,0.42,0.058,27.0,0.9954,9.6,5
6.7,0.31,0.42,0.057,25.0,0.9955,9.6,5
6.6,0.25,0.31,0.035,32.0,0.9921,11.3,6
6.4,0.24,0.22,0.038,38.0,0.9934,9.9,6
6.8,0.26,0.29,0.056,48.0,0.9998,9.6,5
7.0,0.61,0.26,0.051,25.0,0.9946,10.6,4
6.8,0.22,0.3,0.055,50.0,0.9984,9.8,5
8.1,0.31,0.24,0.032,10.0,0.9924,10.5,5
7.0,0.2,0.3,0.037,31.0,0.9939,10.8,5
7.9,0.18,0.37,0.061,25.0,0.995,10.0,6
6.6,0.34,0.27,0.059,23.0,0.9957,10.1,6
7.0,0.21,0.31,0.046,29.0,0.9939,10.8,6
6.8,0.27,0.32,0.044,19.0,0.9921,9.9,6
9.3,0.2,0.33,0.05,28.0,0.9954,9.0,4
5.8,0.23,0.27,0.043,24.0,0.9933,9.4,6
7.6,0.2,0.39,0.044,30.0,0.9941,10.8,7
8.2,0.15,0.48,0.052,24.0,0.995,10.9,7
7.0,0.13,0.3,0.056,31.0,0.9945,10.5,6
6.9,0.17,0.22,0.064,55.0,0.9952,9.3,6
7.0,0.3,0.32,0.034,28.0,0.9924,11.8,6
7.6,0.445,0.44,0.045,68.0,0.9986,10.0,6
7.5,0.22,0.33,0.036,45.0,0.9939,11.4,6
9.2,0.23,0.3,0.031,40.0,0.9929,10.4,6
8.7,0.34,0.46,0.055,68.0,0.9988,9.5,6
8.1,0.3,0.31,0.041,49.0,0.9914,11.1,6
6.9,0.16,0.3,0.057,50.0,0.9978,9.6,6
8.0,0.32,0.36,0.042,56.0,0.9928,12.0,6
6.1,0.22,0.23,0.052,15.0,0.9948,8.7,5
6.9,0.16,0.3,0.057,50.0,0.9978,9.6,6
7.5,0.15,0.38,0.054,19.0,0.9946,10.0,5
8.4,0.29,0.29,0.032,4.0,0.9908,11.4,4
6.6,0.37,0.47,0.061,23.0,0.9954,9.6,6
7.7,0.38,0.4,0.038,28.0,0.9906,12.9,6
6.3,0.25,0.23,0.039,47.0,0.99705,9.7,6
8.3,0.3,0.36,0.042,33.0,0.9982,9.3,6
6.1,0.34,0.31,0.053,46.0,0.9977,8.6,5
7.5,0.22,0.29,0.05,33.0,0.994,9.9,5
8.3,0.3,0.36,0.042,33.0,0.9982,9.3,6
8.0,0.27,0.24,0.044,20.0,0.9929,10.9,5
6.1,0.17,0.27,0.056,45.0,0.9924,10.2,6
7.4,0.18,0.3,0.045,44.0,0.9966,9.7,6
6.7,0.16,0.28,0.046,40.0,0.9921,11.4,7
6.1,0.255,0.44,0.045,53.0,0.9967,9.5,6
7.4,0.23,0.25,0.049,43.0,0.9934,10.2,7
6.4,0.16,0.28,0.042,33.0,0.9914,11.1,6
6.3,0.25,0.23,0.039,47.0,0.99705,9.7,6
6.7,0.27,0.25,0.053,54.0,0.9961,9.3,5
6.9,0.29,0.23,0.056,56.0,0.9967,8.8,5
6.4,0.28,0.19,0.042,67.0,0.99435,10.2,6
8.0,0.3,0.28,0.044,31.0,0.9948,10.2,6
6.4,0.17,0.27,0.037,20.0,0.9916,11.0,7
7.3,0.21,0.3,0.037,18.0,0.997,9.6,6
6.7,0.27,0.25,0.053,54.0,0.9961,9.3,5
6.9,0.29,0.23,0.056,56.0,0.9967,8.8,5
6.6,0.32,0.26,0.054,56.0,0.9961,8.8,5
7.4,0.32,0.22,0.051,50.0,0.9955,8.9,5
7.7,0.43,0.28,0.046,33.0,0.9918,12.2,7
7.8,0.39,0.26,0.059,33.0,0.9955,10.9,6
6.5,0.18,0.26,0.041,40.0,0.9941,9.5,6
7.8,0.4,0.26,0.059,32.0,0.9955,10.9,6
7.8,0.39,0.26,0.059,33.0,0.9955,10.9,6
6.9,0.19,0.28,0.054,33.0,0.9924,10.8,6
6.6,0.25,0.35,0.069,42.0,0.999,9.8,5
6.5,0.18,0.26,0.041,40.0,0.9941,9.5,6
8.4,0.17,0.31,0.052,47.0,0.9953,9.8,5
6.1,0.32,0.37,0.051,13.0,0.9945,10.5,4
8.5,0.21,0.26,0.034,73.0,0.9945,11.4,6
8.7,0.45,0.4,0.067,17.0,0.9957,10.1,6
6.7,0.24,0.29,0.038,54.0,0.9932,11.6,7
8.5,0.21,0.26,0.034,73.0,0.9945,11.4,6
7.4,0.33,0.26,0.04,29.0,0.9913,11.8,7
7.2,0.26,0.3,0.033,50.0,0.9909,12.1,7
8.2,0.36,0.29,0.035,37.0,0.9939,12.0,5
7.8,0.2,0.24,0.026,26.0,0.991,12.1,7
9.4,0.16,0.3,0.042,26.0,0.9954,9.1,5
6.4,0.33,0.24,0.054,25.0,0.9943,9.3,5
7.8,0.22,0.36,0.056,21.0,0.993,10.4,6
7.4,0.35,0.31,0.062,42.0,1.0002,9.1,5
6.6,0.37,0.24,0.064,23.0,0.9946,9.4,5
6.7,0.37,0.41,0.061,22.0,0.9953,9.6,6
7.1,0.37,0.32,0.037,27.0,0.9918,12.0,5
6.8,0.23,0.29,0.073,56.0,0.9984,8.7,6
6.4,0.26,0.21,0.04,35.0,0.9956,9.9,6
7.6,0.3,0.22,0.049,57.0,0.9966,9.3,6
9.4,0.16,0.23,0.042,14.0,0.9942,9.5,5
6.8,0.23,0.29,0.073,56.0,0.9984,8.7,6
6.4,0.26,0.21,0.04,35.0,0.9956,9.9,6
7.6,0.3,0.22,0.049,57.0,0.9966,9.3,6
7.5,0.33,0.39,0.065,29.0,0.9974,9.4,5
7.6,0.38,0.2,0.046,9.0,0.9944,9.4,5
8.8,0.2,0.43,0.053,60.0,1.0008,8.8,6
7.5,0.33,0.39,0.065,29.0,0.9974,9.4,5
8.8,0.2,0.43,0.053,60.0,1.0008,8.8,6
6.6,0.36,0.21,0.049,39.0,0.9928,9.9,6
7.6,0.38,0.2,0.046,9.0,0.9944,9.4,5
5.6,0.46,0.24,0.042,24.0,0.9908,12.6,6
7.2,0.15,0.38,0.038,18.0,0.9917,11.1,6
8.2,0.42,0.29,0.03,31.0,0.9911,12.8,7
6.8,0.3,0.35,0.038,10.0,0.9912,12.0,6
6.7,0.27,0.3,0.029,34.0,0.9953,12.0,7
6.0,0.26,0.29,0.032,27.0,0.9896,12.3,6
